SKU,Description,CPT,JHB,DBN,"Total Stock","Dealer Price","Retail Price",Manufacturer,"Image URL"
USW-LITE8P,"Ubiquiti UniFi Switch Lite 8 Port Gigabit 4PoE 52W ",45,102,24,171,1950,2650,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-LITE8P.jpg
USW-PRO-AGG,"Ubiquiti UniFi Aggregation Switch Pro 28 Port SFP+ 4 SFP28 ",0,0,0,0,15095,20425,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-PRO-AGG.jpg
USW-PRO-AGGXG,"Ubiquiti UniFi Pro XG Aggregation Switch 32 SFP28 ",1,1,1,3,42995,58175,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-PRO-AGGXG.jpg
USW-PRO-HD24,"Ubiquiti UniFi 24 Port 2x 10Gbps 22x 2.5Gbps 4SFP+ Pro HD Switch ",0,3,1,4,10595,14350,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-PRO-HD24.jpg
USW-PRO-HD24P,"Ubiquiti UniFi Pro HD Switch 2x 10Gbps 22x 2.5Gbps PoE++ 2SFP+ 600W ",3,2,0,5,17295,23395,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-PRO-HD24P.jpg
USW-PRO-MAX16,"Ubiquiti UniFi Pro Max Switch 16 with 12 Gigabit 4x 2.5Gbps 2SFP+ ",1,0,0,1,4850,6575,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-PRO-MAX16.jpg
USW-PRO-MAX16P,"Ubiquiti UniFi Pro Max Switch 16 with 12 PoE 4x 2.5Gbps PoE++ 180W ",0,0,0,0,6895,9375,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-PRO-MAX16P.jpg
USW-PRO-MAX24,"Ubiquiti UniFi Pro Max Switch 24 with 16 Gigabit 8x 2.5Gbps 2SFP+ ",0,0,0,0,7795,10550,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-PRO-MAX24.jpg
USW-PRO-MAX24P,"Ubiquiti UniFi Pro Max Switch 24 with 16PoE 8x 2.5Gbps PoE++ 400W ",5,3,8,16,13595,18395,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-PRO-MAX24P.jpg
USW-PRO-MAX48,"Ubiquiti UniFi Pro Max Switch 48 with 32 Gigabit 16x 2.5Gbps 4SFP+ ",2,3,2,7,11295,15295,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-PRO-MAX48.jpg
USW-PRO-MAX48P,"Ubiquiti UniFi Pro Max Switch 48 with 32PoE 16x 2.5Gbps PoE++ 720W ",4,3,2,9,21995,29775,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-PRO-MAX48P.jpg
USW-PRO-XG10P,"Ubiquiti UniFi Pro XG Switch 10 x 10Gbps PoE+++ 2SFP+ 400W ",8,9,6,23,12450,16850,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-PRO-XG10P.jpg
USW-PRO-XG24,"Ubiquiti UniFi Pro XG Switch 16 x 10Gbps 8 x 2.5Gbps 2SFP28 ",0,0,0,0,18995,25695,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-PRO-XG24.jpg
USW-PRO-XG24P,"Ubiquiti UniFi Pro XG Switch 16 x 10Gbps 8 x 2.5Gbps PoE+++ 2SFP28 720W ",0,0,0,0,31450,42550,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-PRO-XG24P.jpg
USW-PRO-XG48,"Ubiquiti UniFi Pro XG Switch 32 Port 10Gbps 16 x 2.5Gbps 2SFP28 ",0,1,1,2,34995,47350,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-PRO-XG48.jpg
USW-PRO-XG48P,"Ubiquiti UniFi Pro XG Switch 32 x 10Gbps 16 x 2.5Gbps PoE+++ 2SFP28 1080W ",3,8,1,12,42995,58175,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-PRO-XG48P.jpg
USW-PRO-XG8P,"Ubiquiti UniFi Pro XG Switch 8 x 10Gbps PoE++ 2SFP+ 155W ",0,0,0,0,8795,11895,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-PRO-XG8P.jpg
USW-PRO24,"Ubiquiti UniFi Switch Pro 24 Port Gigabit 2SFP+ ",0,0,0,0,6895,9375,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-PRO24.jpg
USW-PRO24P,"Ubiquiti UniFi Switch Pro 24 Port 16PoE+ 8PoE++ 400W ",1,0,3,4,11995,16275,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-PRO24P.jpg
USW-PRO48,"Ubiquiti UniFi Switch Pro 48 Port Gigabit 4SFP+ ",0,0,0,0,10295,13975,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-PRO48.jpg
USW-PRO48P,"Ubiquiti UniFi Switch Pro 48 Port 40PoE+ 8PoE++ 600W 4SFP+ ",18,58,6,82,18695,25295,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-PRO48P.jpg
USW-PRO8P,"Ubiquiti UniFi Switch Pro 8 Port 6PoE+ 2PoE++ 120W ",28,48,11,87,5195,6995,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-PRO8P.jpg
USW-U60,"Ubiquiti UniFi Switch Ultra 8 Port Gigabit 1PoE Input 7 PoE Out 52W ",22,42,2,66,2425,3295,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-U60.jpg
USW-ULTRA,"Ubiquiti UniFi Switch Ultra 8 Port Gigabit 1PoE Input 7 PoE Out ",9,29,2,40,1725,2350,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-ULTRA.jpg
USW-WAN,"Ubiquiti UniFi WAN Switch with 3SFP+ ",1,2,1,4,4425,5995,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-WAN.jpg
USW-WAN-RJ45,"Ubiquiti UniFi WAN Switch RJ45 3x10Gbps Ethernet Ports ",0,1,0,1,4425,5995,Ubiquiti,https://scoop.co.za/download/marketing/images/USW-WAN-RJ45.jpg
UTP-100,"Linkbasic 100m Box Cat5e Solid Grey UTP Cable",69,119,9,197,650,875,Linkbasic,https://scoop.co.za/download/marketing/images/UTP-100.jpg
UTP-100C,"Scoop 100m Box Cat5e CCA Grey UTP Cable",128,19,0,147,195,275,Scoop,https://scoop.co.za/download/marketing/images/UTP-100C.jpg
UTP-100CW,"Scoop 100m Box Cat5e CCA White UTP Cable",30,116,10,156,195,275,Scoop,https://scoop.co.za/download/marketing/images/UTP-100CW.jpg
UTP-305,"Linkbasic 305m Box Cat5e Solid Grey UTP Cable",235,220,13,468,1895,2575,Linkbasic,https://scoop.co.za/download/marketing/images/UTP-305.jpg
UTP-305B,"Linkbasic 305m Box Cat5e Solid Blue UTP Cable",55,17,1,73,1895,2575,Linkbasic,https://scoop.co.za/download/marketing/images/UTP-305B.jpg
UTP-305C,"Scoop 305m Box Cat5e CCA Grey UTP Cable",92,85,28,205,595,795,Scoop,https://scoop.co.za/download/marketing/images/UTP-305C.jpg
UTP-305CU,"Scoop Unbranded 305m Box Cat5e CCA Grey UTP Cable",56,42,0,98,595,795,Scoop,https://scoop.co.za/download/marketing/images/UTP-305CU.jpg
UTP-305CW,"Scoop 305m Box Cat5e CCA White UTP Cable",14,50,6,70,595,795,Scoop,https://scoop.co.za/download/marketing/images/UTP-305CW.jpg
UTP-305R,"Linkbasic 305m Box Cat5e Solid Red UTP Cable",4,0,1,5,1895,2575,Linkbasic,https://scoop.co.za/download/marketing/images/UTP-305R.jpg
UTP-305S,"Linkbasic 305m Drum Cat5e Solid Shielded Grey FTP Cable",85,38,2,125,2295,3095,Linkbasic,https://scoop.co.za/download/marketing/images/UTP-305S.jpg
UTP-500,"Linkbasic 500m Drum Cat5e Solid Grey UTP Cable",109,59,11,179,2995,4050,Linkbasic,https://scoop.co.za/download/marketing/images/UTP-500.jpg
UTP-500C,"Scoop 500m Drum Cat5e CCA Grey UTP Cable",160,171,28,359,950,1295,Scoop,https://scoop.co.za/download/marketing/images/UTP-500C.jpg
UTP-6100,"Linkbasic 100m Box Cat6 Solid Grey UTP Cable",66,0,2,68,825,1125,Linkbasic,https://scoop.co.za/download/marketing/images/UTP-6100.jpg
UTP-6100A,"Linkbasic 100m Drum Cat6a Solid Grey UTP Cable",0,0,0,0,895,1225,Linkbasic,https://scoop.co.za/download/marketing/images/UTP-6100A.jpg
UTP-6100C,"Scoop 100m Box Cat6 CCA Grey UTP Cable",100,74,26,200,250,350,Scoop,https://scoop.co.za/download/marketing/images/UTP-6100C.jpg
UTP-6100CW,"Scoop 100m Box Cat6 CCA White UTP Cable",29,21,4,54,250,350,Scoop,https://scoop.co.za/download/marketing/images/UTP-6100CW.jpg
UTP-6305,"Linkbasic 305m Box Cat6 Solid Grey UTP Cable",26,0,7,33,2595,3525,Linkbasic,https://scoop.co.za/download/marketing/images/UTP-6305.jpg
UTP-6305A,"Linkbasic 305m Drum Cat6a Solid Grey UTP Cable",0,0,1,1,2850,3850,Linkbasic,https://scoop.co.za/download/marketing/images/UTP-6305A.jpg
UTP-6305C,"Scoop 305m Box Cat6 CCA Grey UTP Cable",59,119,8,186,775,1050,Scoop,https://scoop.co.za/download/marketing/images/UTP-6305C.jpg
UTP-6305CU,"Scoop Unbranded 305m Box Cat6 CCA Grey UTP Cable",26,26,4,56,775,1050,Scoop,https://scoop.co.za/download/marketing/images/UTP-6305CU.jpg
UTP-6305CW,"Scoop 305m Box Cat6 CCA White UTP Cable",10,28,4,42,775,1050,Scoop,https://scoop.co.za/download/marketing/images/UTP-6305CW.jpg
UTP-6500,"Linkbasic 500m Drum Cat6 Solid Grey UTP Cable",14,0,7,21,4295,5825,Linkbasic,https://scoop.co.za/download/marketing/images/UTP-6500.jpg
UTP-6500C,"Scoop 500m Drum Cat6 CCA Grey UTP Cable",164,42,25,231,1225,1650,Scoop,https://scoop.co.za/download/marketing/images/UTP-6500C.jpg
UTP-F,"Linkbasic 305m Box Cat5e Stranded Grey UTP Cable",9,24,2,35,2695,3650,Linkbasic,https://scoop.co.za/download/marketing/images/UTP-F.jpg
UTP-G3-ENT,"Ubiquiti UniFi G3 Touch Enterprise VoIP Phone",0,0,0,0,5175,6995,Ubiquiti,https://scoop.co.za/download/marketing/images/UTP-G3-ENT.jpg
UTP-G3-PRO,"Ubiquiti UniFi G3 Touch Pro VoIP Phone",0,0,0,0,3575,4850,Ubiquiti,https://scoop.co.za/download/marketing/images/UTP-G3-PRO.jpg
UVC-DBLITE-B,"Ubiquiti UniFi Protect Doorbell Lite 5MP Black ",6,10,2,18,1895,2575,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-DBLITE-B.jpg
UVC-DBLITE-W,"Ubiquiti UniFi Protect Doorbell Lite 5MP White ",11,38,4,53,1895,2575,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-DBLITE-W.jpg
UVC-G4INS,"Ubiquiti UniFi Protect G4 Instant 4MP WiFi IP Camera ",4,4,1,9,2125,2875,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-G4INS.jpg
UVC-G5B,"Ubiquiti UniFi Protect G5 Bullet 4MP IP Camera ",61,186,10,257,2550,3450,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-G5B.jpg
UVC-G5B-3,"Ubiquiti UniFi Protect G5 Bullet 4MP IP Camera 3pk ",6,32,6,44,6995,9475,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-G5B-3.jpg
UVC-G5PRO,"Ubiquiti UniFi Protect G5 Pro 8MP IP Camera ",1,1,0,2,5995,8125,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-G5PRO.jpg
UVC-G5PTZ-B,"Ubiquiti UniFi Protect G5 PTZ 4MP Black IP Camera ",2,11,1,14,5395,7295,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-G5PTZ-B.jpg
UVC-G5PTZ-W,"Ubiquiti UniFi Protect G5 PTZ 4MP White IP Camera ",8,18,3,29,5395,7295,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-G5PTZ-W.jpg
UVC-G5TU-B,"Ubiquiti UniFi Protect G5 Turret Ultra Black 4MP IP Camera ",1,0,0,1,1650,2250,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-G5TU-B.jpg
UVC-G5TU-W,"Ubiquiti UniFi Protect G5 Turret Ultra White 4MP IP Camera ",30,56,5,91,1650,2250,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-G5TU-W.jpg
UVC-G6-ENTRY,"Ubiquiti UniFi Protect Dual Camera G6 Entry Black ",4,3,1,8,4595,6225,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-G6-ENTRY.jpg
UVC-G6180-B,"Ubiquiti UniFi Protect G6 180 16MP Black IP Camera ",0,0,0,0,5750,7795,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-G6180-B.jpg
UVC-G6B-B,"Ubiquiti UniFi Protect G6 Bullet 8MP Black IP Camera ",1,4,4,9,3795,5150,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-G6B-B.jpg
UVC-G6B-W,"Ubiquiti UniFi Protect G6 Bullet 8MP White IP Camera ",98,237,5,340,3795,5150,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-G6B-W.jpg
UVC-G6BPRO-B,"Ubiquiti UniFi Protect G6 Pro Bullet 8MP Black IP Camera ",0,2,0,2,8995,12175,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-G6BPRO-B.jpg
UVC-G6BPRO-W,"Ubiquiti UniFi Protect G6 Pro Bullet 8MP White IP Camera ",0,2,0,2,8995,12175,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-G6BPRO-W.jpg
UVC-G6D-B,"Ubiquiti UniFi Protect G6 Dome 8MP Black IP Camera ",6,7,1,14,5375,6180,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-G6D-B.jpg
UVC-G6D-W,"Ubiquiti UniFi Protect G6 Dome 8MP White IP Camera ",0,0,0,0,5375,6180,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-G6D-W.jpg
UVC-G6INS-W,"Ubiquiti UniFi Protect G6 Instant 8MP White WiFi 5 IP Camera ",15,36,3,54,3395,4595,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-G6INS-W.jpg
UVC-G6PRO360-B,"Ubiquiti UniFi Protect G6 Pro 360 12MP Black IP Camera ",0,0,0,0,9495,12850,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-G6PRO360-B.jpg
UVC-G6PTZ-B,"Ubiquiti UniFi Protect G6 PTZ 8MP Black IP Camera ",9,5,1,15,7595,10275,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-G6PTZ-B.jpg
UVC-G6PTZ-W,"Ubiquiti UniFi Protect G6 PTZ 8MP White IP Camera ",4,17,1,22,7595,10275,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-G6PTZ-W.jpg
UVC-G6T-B,"Ubiquiti UniFi Protect G6 Black 8MP IP Camera ",1,10,2,13,3795,5150,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-G6T-B.jpg
UVC-G6T-W,"Ubiquiti UniFi Protect G6 Turret White 8MP IP Camera ",35,42,2,79,3795,5150,Ubiquiti,https://scoop.co.za/download/marketing/images/UVC-G6T-W.jpg
UX7,"Ubiquiti UniFi Express WiFi 7 Tri-Band 10Gbps Cloud Gateway ",12,13,3,28,3425,4650,Ubiquiti,https://scoop.co.za/download/marketing/images/UX7.jpg
UXG-LITE,"Ubiquiti UniFi Security Gateway Lite ",8,31,4,43,1495,1995,Ubiquiti,https://scoop.co.za/download/marketing/images/UXG-LITE.jpg
WAVE-AP,"Ubiquiti UISP 60GHz/5GHz PtMP Wave Access Point ",4,5,1,10,8895,12095,Ubiquiti,https://scoop.co.za/download/marketing/images/WAVE-AP.jpg
WAVE-APG2,"Ubiquiti UISP 60GHz/5GHz 90° PtMP Wave Access Point Gen2 ",3,5,2,10,10595,14350,Ubiquiti,https://scoop.co.za/download/marketing/images/WAVE-APG2.jpg
WAVE-APM,"Ubiquiti UISP 60GHz/5GHz PtMP Wave Access Point Micro ",7,18,3,28,8495,11495,Ubiquiti,https://scoop.co.za/download/marketing/images/WAVE-APM.jpg
WAVE-LR,"Ubiquiti UISP 60GHz/5GHz Wave Long Range Radio ",15,63,0,78,6950,9425,Ubiquiti,https://scoop.co.za/download/marketing/images/WAVE-LR.jpg
WAVE-MLO5,"Ubiquiti UISP Wave MLO5 5GHz WiFi 7 PtP Radio ",0,0,0,0,6995,9475,Ubiquiti,https://scoop.co.za/download/marketing/images/WAVE-MLO5.jpg
WAVE-MM,"Ubiquiti UISP Wave AP Micro Mount ",1,2,2,5,1875,2550,Ubiquiti,https://scoop.co.za/download/marketing/images/WAVE-MM.jpg
WAVE-NANO,"Ubiquiti UISP 60GHz/5GHz Wave Nano Radio ",28,57,10,95,4995,6775,Ubiquiti,https://scoop.co.za/download/marketing/images/WAVE-NANO.jpg
WAVE-ONU,"Ubiquiti UISP WaveFiber SC/APC 2.5Gbps Ethernet ONU ",199,755,35,989,850,1150,Ubiquiti,https://scoop.co.za/download/marketing/images/WAVE-ONU.jpg
WAVE-ONU20,"Ubiquiti UISP WaveFiber SC/APC 2.5Gbps Ethernet ONU 20pk ",4,5,2,11,11595,15695,Ubiquiti,https://scoop.co.za/download/marketing/images/WAVE-ONU20.jpg
WAVE-PICO,"Ubiquiti UISP 60GHz/5GHz Wave Pico Radio ",12,19,4,35,3250,4395,Ubiquiti,https://scoop.co.za/download/marketing/images/WAVE-PICO.jpg
WAVE-PRO,"Ubiquiti UISP 60GHz/5GHz Wave Professional Radio ",0,0,0,0,10995,14875,Ubiquiti,https://scoop.co.za/download/marketing/images/WAVE-PRO.jpg
WL-SMA-0.5,"0.5M SMA R/P to N-Type Male LMR Cable",11,16,2,29,115,160,"Locally Sourced",https://scoop.co.za/download/marketing/images/WL-SMA-0.5.jpg
WL-SMA-1,"1M SMA R/P to N-Type Male LMR Cable",9,36,2,47,115,175,"Locally Sourced",https://scoop.co.za/download/marketing/images/WL-SMA-1.jpg
WL-SMAM-1,"1M SMA Male to SMA Male Cable",2,18,2,22,100,145,"Locally Sourced",https://scoop.co.za/download/marketing/images/WL-SMAM-1.jpg
WL-SMAM-5,"5M SMA Male to SMA Male Cable",4,0,4,8,195,275,"Locally Sourced",https://scoop.co.za/download/marketing/images/WL-SMAM-5.jpg
WL-SMAM-7,"7M SMA Male to SMA Male Cable",4,13,3,20,225,315,"Locally Sourced",https://scoop.co.za/download/marketing/images/WL-SMAM-7.jpg
YT1,"EGA Trunking 16mm x 16mm",347,368,76,791,17,25,"Locally Sourced",https://scoop.co.za/download/marketing/images/YT1.jpg
YT2,"EGA Trunking 25mm x 16mm",355,246,26,627,35,50,"Locally Sourced",https://scoop.co.za/download/marketing/images/YT2.jpg
YT4,"EGA Trunking 40mm x 25mm",90,184,16,290,50,70,"Locally Sourced",https://scoop.co.za/download/marketing/images/YT4.jpg
YT5,"EGA Trunking 40mm x 40mm",41,20,12,73,75,115,"Locally Sourced",https://scoop.co.za/download/marketing/images/YT5.jpg
YT7,"Half Moon Trunking 70mm x 10mm ",0,9,19,28,195,275,"Locally Sourced",https://scoop.co.za/download/marketing/images/YT7.jpg
